i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp
87,21806.0,47.28568583757405,8410640000.0,-40990.70951099336,-332992.7095108032
87,21806.25,47.53065796078709,8410640000.0,-40986.56097784282,-332988.5609779358
87,21806.5,47.65985146717906,8410640000.0,-40982.46296941488,-332984.46296977997
87,21806.75,47.30969976975629,8410640000.0,-40978.25665863542,-332980.2566585541
88,21807.0,48.4089854417755,8410640000.0,-40974.0939985017,-332976.093998909
88,21807.25,46.4686775751121,8410640000.0,-40969.966775947505,-332971.96677589417
88,21807.5,46.77705238648287,8410640000.0,-40965.83716944273,-332967.8371696472
88,21807.75,46.77545215361389,8410640000.0,-40961.55441679733,-332963.5544166565
89,21808.0,47.61735185403423,8410640000.0,-40957.46377947948,-332959.46377944946
89,21808.25,46.505337307776934,8410640000.0,-40953.13972791659,-332955.13972759247
89,21808.5,46.808987430242574,8410640000.0,-40948.97093282311,-332950.9709329605
89,21808.75,47.805634060474006,8410640000.0,-40944.95317798005,-332946.95317840576
90,21809.0,47.39285480293321,8410640000.0,-40940.68314409391,-332942.6831445694
90,21809.25,47.07888221327452,8410640000.0,-40936.55345083068,-332938.5534505844
90,21809.5,47.89083978305295,8410640000.0,-40932.46430859761,-332934.4643087387
90,21809.75,49.216509407656936,8410640000.0,-40928.283127918214,-332930.2831277847
91,21810.0,47.86323689958393,8410640000.0,-40923.981291249904,-332925.98129081726
91,21810.25,47.627820127885755,8410640000.0,-40919.933506524074,-332921.93350696564
91,21810.5,47.185161796535034,8410640000.0,-40915.77991446255,-332917.77991485596
91,21810.75,47.95629035300905,8410640000.0,-40911.53548680075,-332913.535487175
92,21811.0,48.87779289644576,8410640000.0,-40907.46832041684,-332909.46832084656
92,21811.25,47.33690128503183,8410640000.0,-40903.348004084335,-332905.3480043411
92,21811.5,47.99490412429654,8410640000.0,-40899.09636929183,-332901.09636974335
92,21811.75,46.14071834298926,8410640000.0,-40894.89204137058,-332896.89204120636
93,21812.0,47.852213683180025,8410640000.0,-40890.87195352106,-332892.87195396423
93,21812.25,49.083620942777344,8410640000.0,-40886.540164265854,-332888.54016399384
93,21812.5,48.53109418729276,8410640000.0,-40882.4352984162,-332884.435297966
93,21812.75,48.35165880191557,8410640000.0,-40878.2531431127,-332880.25314331055
94,21813.0,47.67606076563116,8410640000.0,-40874.05951130901,-332876.0595111847
94,21813.25,46.3034157502247,8410640000.0,-40869.87777442243,-332871.8777742386
94,21813.5,47.00277966140897,8410640000.0,-40865.63235537395,-332867.63235569
94,21813.75,47.513719347994595,8410640000.0,-40861.505967099685,-332863.5059671402
95,21814.0,47.70189700179335,8410640000.0,-40857.29897516853,-332859.29897499084
95,21814.25,45.46091238360638,8410640000.0,-40853.10818550028,-332855.1081857681
95,21814.5,46.68697800100668,8410640000.0,-40849.02961909773,-332851.0296192169
95,21814.75,47.67690404042041,8410640000.0,-40844.830290615624,-332846.8302907944
96,21815.0,47.203464283757086,8410640000.0,-40840.7156385126,-332842.7156381607
96,21815.25,47.565069098266896,8410640000.0,-40836.48022439664,-332838.4802246094
96,21815.5,46.66247051895049,8410640000.0,-40832.28371536989,-332834.2837152481
96,21815.75,45.710068108817694,8410640000.0,-40828.03685977264,-332830.0368595123
97,21816.0,46.30511740517122,8410640000.0,-40823.96154317452,-332825.9615430832
97,21816.25,45.879021202503495,8410640000.0,-40819.62121781952,-332821.62121772766
97,21816.5,47.69442759168178,8410640000.0,-40815.65302214239,-332817.65302181244
97,21816.75,45.76732046059193,8410640000.0,-40811.41335028393,-332813.4133501053
98,21817.0,47.133705174221376,8410640000.0,-40807.30074850642,-332809.3007488251
98,21817.25,47.12801200643729,8410640000.0,-40803.06028558277,-332805.06028556824
98,21817.5,47.40593266566087,8410640000.0,-40798.86521366653,-332800.86521339417
98,21817.75,46.978227959059424,8410640000.0,-40794.669906840914,-332796.6699066162
99,21818.0,46.207821987537436,8410640000.0,-40790.53627542059,-332792.53627586365
99,21818.25,46.32169359490064,8410640000.0,-40786.439825255315,-332788.439825058
99,21818.5,45.694056927350715,8410640000.0,-40782.170759500514,-332784.17075920105
99,21818.75,47.14964634423033,8410640000.0,-40777.89245705139,-332779.89245700836
100,21819.0,47.32306303583131,8410640000.0,-40773.73860628854,-332775.73860645294
100,21819.25,45.49042418309529,8410640000.0,-40769.54951951182,-332771.5495195389
100,21819.5,46.26063223824068,8410640000.0,-40765.30125750433,-332767.3012571335
100,21819.75,47.341013556045624,8410640000.0,-40761.26344380531,-332763.26344394684
101,21820.0,47.94425606887768,8410640000.0,-40756.97979802102,-332758.97979831696
101,21820.25,47.9397409399913,8410640000.0,-40752.84256711193,-332754.84256744385
101,21820.5,47.49463383605156,8410640000.0,-40748.65894923596,-332750.6589488983
101,21820.75,47.85392402736305,8410640000.0,-40744.5556504925,-332746.55565071106
102,21821.0,47.37709025856798,8410640000.0,-40740.35078768989,-332742.35078811646
102,21821.25,46.54467808595659,8410640000.0,-40736.176391816225,-332738.17639160156
102,21821.5,46.6754789482379,8410640000.0,-40731.88593461882,-332733.8859348297
102,21821.75,46.7267907475527,8410640000.0,-40727.774866916305,-332729.7748670578
103,21822.0,47.7178747036417,8410640000.0,-40723.60487400763,-332725.6048736572
103,21822.25,46.72462248902112,8410640000.0,-40719.365940354306,-332721.365940094
103,21822.5,46.70317712466127,8410640000.0,-40715.179039527306,-332717.17903995514
103,21822.75,46.26207059381225,8410640000.0,-40711.02907613719,-332713.02907657623
104,21823.0,46.55616454452291,8410640000.0,-40706.91174870281,-332708.9117488861
104,21823.25,47.341269606762054,8410640000.0,-40702.62496995265,-332704.6249694824
104,21823.5,46.07091074194503,8410640000.0,-40698.43873993148,-332700.4387397766
104,21823.75,48.14101884467714,8410640000.0,-40694.197052650416,-332696.1970529556
105,21824.0,46.441115138534165,8410640000.0,-40690.094804215056,-332692.0948038101
105,21824.25,47.03656177794382,8410640000.0,-40685.93150628449,-332687.9315061569
105,21824.5,46.730412061343365,8410640000.0,-40681.67184480196,-332683.6718444824
105,21824.75,46.51486915665216,8410640000.0,-40677.52463615362,-332679.5246362686
106,21825.0,47.01400599200618,8410640000.0,-40673.31164229878,-332675.3116426468
106,21825.25,46.721942348438496,8410640000.0,-40669.05910588942,-332671.0591058731
106,21825.5,45.91298936375216,8410640000.0,-40665.027816882626,-332667.02781677246
106,21825.75,46.549326554330484,8410640000.0,-40660.77365879265,-332662.77365875244
107,21826.0,46.08305632916756,8410640000.0,-40656.55604091229,-332658.55604076385
107,21826.25,47.53548587638822,8410640000.0,-40652.295136803026,-332654.2951364517
107,21826.5,46.886479398569286,8410640000.0,-40648.048867590405,-332650.04886722565
107,21826.75,46.909585931063575,8410640000.0,-40643.961263295554,-332645.9612636566
108,21827.0,45.570450303054294,8410640000.0,-40639.79413139284,-332641.794131279
108,21827.25,46.746641238513185,8410640000.0,-40635.473603234175,-332637.4736032486
108,21827.5,46.11346996634808,8410640000.0,-40631.274315802504,-332633.27431583405
108,21827.75,47.002410991336404,8410640000.0,-40627.201926511276,-332629.2019262314
109,21828.0,46.84610794721183,8410640000.0,-40622.95717793203,-332624.95717811584
109,21828.25,46.58610002046605,8410640000.0,-40618.8795703208,-332620.8795700073
109,21828.5,47.07398054242926,8410640000.0,-40614.54385555137,-332616.5438556671
109,21828.75,47.042426881105634,8410640000.0,-40610.47545645568,-332612.4754562378
110,21829.0,47.661902104398166,8410640000.0,-40606.337118448435,-332608.3371181488
110,21829.25,48.00859427993956,8410640000.0,-40602.07817282223,-332604.0781726837
110,21829.5,47.494631147755065,8410640000.0,-40597.786214516964,-332599.7862148285
110,21829.75,47.43125225403628,8410640000.0,-40593.55404807689,-332595.5540485382
111,21830.0,47.280450036021264,8410640000.0,-40589.38414234939,-332591.384141922
111,21830.25,45.92321673699736,8410640000.0,-40585.22762879277,-332587.2276287079
111,21830.5,46.14115813755789,8410640000.0,-40580.961371376856,-332582.9613714218
111,21830.75,46.075935023768864,8410640000.0,-40576.85444668844,-332578.85444641113
112,21831.0,47.204577352922534,8410640000.0,-40572.606431246466,-332574.6064310074
112,21831.25,47.547324022951166,8410640000.0,-40568.39692252862,-332570.3969221115
112,21831.5,47.117916064992286,8410640000.0,-40564.21224892041,-332566.2122488022
112,21831.75,48.48168710386449,8410640000.0,-40560.02060665871,-332562.0206069946
113,21832.0,47.65596508620464,8410640000.0,-40555.75880921838,-332557.75880908966
113,21832.25,46.03810022778653,8410640000.0,-40551.51411209735,-332553.51411247253
113,21832.5,47.476477741411806,8410640000.0,-40547.43617274159,-332549.43617248535
113,21832.75,47.261153243444674,8410640000.0,-40543.316570124865,-332545.316570282
114,21833.0,45.41044506289845,8410640000.0,-40539.04121604952,-332541.0412158966
114,21833.25,45.87474541897623,8410640000.0,-40534.80533498539,-332536.80533504486
114,21833.5,48.22693849839304,8410640000.0,-40530.61066287293,-332532.6106624603
114,21833.75,46.60819082571869,8410640000.0,-40526.396835460866,-332528.39683532715
115,21834.0,46.67162978728602,8410640000.0,-40522.289902215125,-332524.2899026871
115,21834.25,47.57942986597403,8410640000.0,-40517.9467097372,-332519.9467096329
115,21834.5,46.30315980014982,8410640000.0,-40513.810809919756,-332515.8108100891
115,21834.75,47.25055696749563,8410640000.0,-40509.543973789405,-332511.54397392273
116,21835.0,47.00459355738217,8410640000.0,-40505.25936284394,-332507.25936317444
116,21835.25,45.57526290815996,8410640000.0,-40501.15000216527,-332503.15000247955
116,21835.5,45.98703547852895,8410640000.0,-40496.99109877838,-332498.99109840393
116,21835.75,46.5111373285479,8410640000.0,-40492.80112804964,-332494.80112838745
117,21836.0,46.43516538948134,8410640000.0,-40488.49253472864,-332490.49253463745
117,21836.25,47.671103324618194,8410640000.0,-40484.378938292495,-332486.3789386749
117,21836.5,46.132605415104194,8410640000.0,-40480.095564927295,-332482.0955648422
117,21836.75,46.69661968472731,8410640000.0,-40475.797402361575,-332477.7974023819
118,21837.0,46.49682351945484,8410640000.0,-40471.72133501662,-332473.7213354111
118,21837.25,48.36458068970804,8410640000.0,-40467.55927428645,-332469.55927467346
118,21837.5,49.59599327752167,8410640000.0,-40463.303503493975,-332465.3035030365
118,21837.75,47.67842894656752,8410640000.0,-40459.09468975305,-332461.0946893692
119,21838.0,45.32765061418448,8410640000.0,-40454.902612363534,-332456.90261268616
119,21838.25,46.93411930073276,8410640000.0,-40450.66046628061,-332452.66046619415
119,21838.5,46.08134600973562,8410640000.0,-40446.46506514937,-332448.46506500244
119,21838.75,48.422493411903616,8410640000.0,-40442.31256935713,-332444.3125696182
120,21839.0,45.35105041401792,8410640000.0,-40438.00872736066,-332440.00872707367
120,21839.25,49.132225119126296,8410640000.0,-40433.744135432506,-332435.7441358566
120,21839.5,48.25444584922032,8410640000.0,-40429.60935941658,-332431.6093597412
120,21839.75,47.028645600453984,8410640000.0,-40425.38210387697,-332427.38210392
121,21840.0,46.05550452916788,8410640000.0,-40421.058973415784,-332423.0589733124
121,21840.25,45.50237448346049,8410640000.0,-40416.777216914634,-332418.7772169113
121,21840.5,46.52795064295621,8410640000.0,-40412.68994987578,-332414.6899499893
121,21840.75,47.779625958787165,8410640000.0,-40408.46005797129,-332410.4600582123
122,21841.0,48.770617722547065,8410640000.0,-40404.374958095184,-332406.37495803833
122,21841.25,47.04707102745042,8410640000.0,-40400.11841924533,-332402.1184196472
122,21841.5,48.32870379966678,8410640000.0,-40395.88819296809,-332397.8881931305
122,21841.75,45.83049271217883,8410640000.0,-40391.623220408306,-332393.6232204437
123,21842.0,47.17318676991804,8410640000.0,-40387.39074278709,-332389.3907432556
123,21842.25,48.0347991155767,8410640000.0,-40383.31399939704,-332385.313999176
123,21842.5,45.642831103894935,8410640000.0,-40378.941898205994,-332380.94189834595
123,21842.75,45.60930095429933,8410640000.0,-40374.82120912694,-332376.82120895386
124,21843.0,47.6703380651791,8410640000.0,-40370.612670580216,-332372.61267089844
124,21843.25,46.70669169071457,8410640000.0,-40366.37365412728,-332368.37365436554
124,21843.5,47.32034641681146,8410640000.0,-40362.24046745959,-332364.24046707153
124,21843.75,46.119278013451336,8410640000.0,-40357.916222324275,-332359.9162225723
125,21844.0,46.15475773272178,8410640000.0,-40353.64528823123,-332355.6452884674
125,21844.25,47.16001336739171,8410640000.0,-40349.49534638441,-332351.49534606934
125,21844.5,48.240658258530495,8410640000.0,-40345.3356368508,-332347.3356370926
125,21844.75,47.482380393616126,8410640000.0,-40341.0456403936,-332343.04563999176
126,21845.0,48.217547017314075,8410640000.0,-40336.74113941958,-332338.7411394119
126,21845.25,48.04118622131416,8410640000.0,-40332.59176525984,-332334.59176540375
126,21845.5,47.980644161083084,8410640000.0,-40328.39111442058,-332330.3911142349
126,21845.75,47.9816150693749,8410640000.0,-40324.21152115503,-332326.2115211487
127,21846.0,46.82718462365398,8410640000.0,-40320.00390421069,-332322.00390434265
127,21846.25,46.016620590668836,8410640000.0,-40315.80562697689,-332317.8056268692
127,21846.5,45.58292664435983,8410640000.0,-40311.46587949051,-332313.4658794403
127,21846.75,45.96851303350046,8410640000.0,-40307.33318995921,-332309.3331899643
128,21847.0,46.60315288352968,8410640000.0,-40303.01151345213,-332305.01151371
128,21847.25,49.23055473825287,8410640000.0,-40298.824635393226,-332300.8246355057
128,21847.5,47.282963969540724,8410640000.0,-40294.60347006471,-332296.60346984863
128,21847.75,48.415922436815215,8410640000.0,-40290.4345094663,-332292.43450927734
129,21848.0,47.93819162213066,8410640000.0,-40286.170592571645,-332288.17059230804
129,21848.25,48.19122286394975,8410640000.0,-40281.895008252664,-332283.89500808716
129,21848.5,47.46409158420975,8410640000.0,-40277.714663318045,-332279.71466350555
129,21848.75,46.827319618156295,8410640000.0,-40273.44663948637,-332275.446639061
130,21849.0,46.43918578127447,8410640000.0,-40269.23202480323,-332271.2320251465
130,21849.25,47.27073671249225,8410640000.0,-40264.91097650175,-332266.9109764099
130,21849.5,48.677241490663825,8410640000.0,-40260.782874007746,-332262.78287410736
130,21849.75,46.04867656598845,8410640000.0,-40256.57325578012,-332258.57325553894
131,21850.0,48.21689051582509,8410640000.0,-40252.38530790288,-332254.3853082657
131,21850.25,46.52853281490931,8410640000.0,-40248.064475279614,-332250.0644750595
131,21850.5,47.371680699107394,8410640000.0,-40243.88416920254,-332245.88416957855
131,21850.75,46.46678490586504,8410640000.0,-40239.64459392847,-332241.6445941925
132,21851.0,47.38944633323058,8410640000.0,-40235.40438414526,-332237.40438461304
132,21851.25,46.87674870128211,8410640000.0,-40231.139360004156,-332233.13936042786
132,21851.5,46.673050485166726,8410640000.0,-40226.94548068604,-332228.9454803467
132,21851.75,47.47429839790441,8410640000.0,-40222.6994645593,-332224.699464798
133,21852.0,48.13165951700699,8410640000.0,-40218.48778931661,-332220.48778915405
133,21852.25,46.538330354383014,8410640000.0,-40214.31884672747,-332216.3188467026
133,21852.5,47.72492600880014,8410640000.0,-40210.026112830965,-332212.02611255646
133,21852.75,48.468979665110915,8410640000.0,-40205.88119118365,-332207.88119125366
134,21853.0,47.347283499037935,8410640000.0,-40201.527076302686,-332203.5270767212
134,21853.25,47.13991089034409,8410640000.0,-40197.28582101193,-332199.285820961
134,21853.5,47.34679883692402,8410640000.0,-40192.96560308376,-332194.96560287476
134,21853.75,46.272303319025596,8410640000.0,-40188.85278122353,-332190.8527812958
135,21854.0,46.7509938336784,8410640000.0,-40184.64087869891,-332186.64087867737
135,21854.25,47.2266445016018,8410640000.0,-40180.34194236976,-332182.34194278717
135,21854.5,47.51782052592956,8410640000.0,-40176.19810999654,-332178.19810962677
135,21854.75,45.5075447362711,8410640000.0,-40171.91835080798,-332173.9183511734
136,21855.0,46.17162838789669,8410640000.0,-40167.61295535572,-332169.6129550934
136,21855.25,47.425581626293905,8410640000.0,-40163.50711002498,-332165.507109642
136,21855.5,48.289749837246546,8410640000.0,-40159.19026285479,-332161.1902627945
136,21855.75,48.10686539984901,8410640000.0,-40154.95857006655,-332156.95857048035
137,21856.0,48.201092305176374,8410640000.0,-40150.636315201475,-332152.63631534576
137,21856.25,45.84717757088272,8410640000.0,-40146.47482537417,-332148.4748249054
137,21856.5,46.012688664278016,8410640000.0,-40142.2228698603,-332144.22286987305
137,21856.75,47.42252071288197,8410640000.0,-40137.98280795971,-332139.9828081131
138,21857.0,46.54944723544786,8410640000.0,-40133.73758690802,-332135.7375869751
138,21857.25,48.215391045939874,8410640000.0,-40129.46198927609,-332131.4619894028
138,21857.5,46.16221375076101,8410640000.0,-40125.27104739406,-332127.27104759216
138,21857.75,46.35717357260833,8410640000.0,-40121.05855813249,-332123.05855846405
